task,project,sanitizer,crash_type,source_rev
libraw/arvo_42108,libraw,ASan,"stack-buffer-overflow /src/libraw/src/metadata/cr3_parser.cpp:468:38 in LibRaw::parseCR3(long long, long long, short&, char*, short&, short&)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libraw/arvo_46224,libraw,MSan,use-of-uninitialized-value /src/libraw/src/decoders/fuji_compressed.cpp:1181:27 in LibRaw::parse_fuji_compressed_header(),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libraw/arvo_46244,libraw,MSan,"use-of-uninitialized-value /src/libraw/src/decoders/fuji_compressed.cpp:281:25 in LibRaw::init_fuji_block(fuji_compressed_block*, fuji_compressed_params const*, long long, unsigned int)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libraw/arvo_46615,libraw,MSan,"use-of-uninitialized-value /src/libraw/src/decoders/load_mfbacks.cpp:144:20 in LibRaw::phase_one_flat_field(int, int)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libraw/arvo_52475,libraw,ASan,SEGV /src/libraw/src/utils/read_utils.cpp:63:12 in libraw_sget4_static,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libraw/arvo_53158,libraw,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:30:3 in __asan_memmove,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libraw/arvo_56160,libraw,ASan,"heap-buffer-overflow /src/libraw/src/libraw_datastream.cpp:467:11 in LibRaw_buffer_datastream::scanf_one(char const*, void*)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libraw/arvo_60728,libraw,ASan,stack-buffer-overflow /src/libraw/src/demosaic/xtrans_demosaic.cpp:275:41 in LibRaw::xtrans_interpolate(int),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libraw/arvo_60983,libraw,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:30:3 in __asan_memmove,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libraw/oss-fuzz_399138502,libraw,ASan,heap-use-after-free /src/libraw/src/decoders/load_mfbacks.cpp:523:25 in LibRaw::phase_one_correct(),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libraw/oss-fuzz_42535042,libraw,ASan,heap-buffer-overflow /src/libraw/src/demosaic/xtrans_demosaic.cpp:230:29 in LibRaw::xtrans_interpolate(int),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
librawspeed/arvo_3012,librawspeed,ASan,"use-after-poison /src/librawspeed/src/librawspeed/decoders/OrfDecoder.cpp in rawspeed::OrfDecoder::decodeCompressed(rawspeed::ByteStream*, unsigned int, unsigned int)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
librawspeed/arvo_3257,librawspeed,ASan,"use-after-poison /src/librawspeed/src/librawspeed/decompressors/SamsungV0Decompressor.cpp:183:24 in rawspeed::SamsungV0Decompressor::decompressStrip(unsigned int, rawspeed::ByteStream const&) const",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
librawspeed/arvo_3265,librawspeed,ASan,use-after-poison /src/librawspeed/src/librawspeed/io/BitStream.h in void rawspeed::SamsungV2Decompressor::decompressRow<(rawspeed::SamsungV2Decompressor::OptFlags)4>(unsigned int),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
librawspeed/arvo_3447,librawspeed,ASan,heap-buffer-overflow /src/librawspeed/src/librawspeed/common/RawImage.cpp:318:60 in rawspeed::RawImageData::transferBadPixelsToMap(),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
librawspeed/arvo_3461,librawspeed,ASan,"use-after-poison /src/librawspeed/src/librawspeed/decompressors/NikonDecompressor.cpp in rawspeed::NikonDecompressor::decompress(rawspeed::RawImage*, rawspeed::ByteStream&&, rawspeed::ByteStream, rawspeed::iPoint2D const&, unsigned int, bool)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
librawspeed/arvo_3498,librawspeed,ASan,use-after-poison /src/librawspeed/src/librawspeed/decompressors/SamsungV2Decompressor.cpp:248:33 in void rawspeed::SamsungV2Decompressor::decompressRow<(rawspeed::SamsungV2Decompressor::OptFlags)4>(unsigned int),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
librawspeed/arvo_3505,librawspeed,ASan,use-after-poison /usr/local/bin/../include/c++/v1/algorithm:1828:9 in _ZNSt3__16__copyIttEENS_9enable_ifIXaasr7is_sameINS_12remove_constIT_E4typeET0_EE5valuesr28is_trivially_copy_assignableIS6_EE5valueEPS6_E4typeEPS3_SA_S7_,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
librawspeed/arvo_3530,librawspeed,ASan,use-after-poison /src/librawspeed/src/librawspeed/decompressors/SamsungV2Decompressor.cpp:253:33 in void rawspeed::SamsungV2Decompressor::decompressRow<(rawspeed::SamsungV2Decompressor::OptFlags)0>(unsigned int),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
librawspeed/arvo_4396,librawspeed,ASan,"SEGV /src/librawspeed/src/librawspeed/common/DngOpcodes.cpp:251:39 in void rawspeed::DngOpcodes::PixelOpcode::applyOP<unsigned short, rawspeed::DngOpcodes::OffsetPerRowOrCol<rawspeed::DngOpcodes::DeltaRowOrColBase::SelectX>::apply(rawspeed::RawImage const&)::{lambda(unsigned int, unsigned int, unsigned short)#1}>(rawspeed::RawImage const&, rawspeed::DngOpcodes::OffsetPerRowOrCol<rawspeed::DngOpcodes::DeltaRowOrColBase::SelectX>::apply(rawspeed::RawImage const&)::{lambda(unsigned int, unsigned int, unsigned short)#1})",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
librawspeed/arvo_4440,librawspeed,ASan,SEGV /src/librawspeed/src/librawspeed/decompressors/LJpegDecompressor.cpp:130:17 in void rawspeed::LJpegDecompressor::decodeN<4>()::{lambda(int)#1}::operator()(int) const,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
librawspeed/arvo_4451,librawspeed,ASan,use-after-poison /src/librawspeed/src/librawspeed/decompressors/LJpegDecompressor.cpp:136:17 in void rawspeed::LJpegDecompressor::decodeN<4>()::{lambda(int)#1}::operator()(int) const,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
librawspeed/arvo_4452,librawspeed,ASan,use-after-poison /usr/local/bin/../include/c++/v1/algorithm:1828:9 in _ZNSt3__16__copyIttEENS_9enable_ifIXaasr7is_sameINS_12remove_constIT_E4typeET0_EE5valuesr28is_trivially_copy_assignableIS6_EE5valueEPS6_E4typeEPS3_SA_S7_,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
librawspeed/arvo_4492,librawspeed,ASan,heap-buffer-overflow /src/librawspeed/src/librawspeed/common/DngOpcodes.cpp in rawspeed::DngOpcodes::OffsetPerRowOrCol<rawspeed::DngOpcodes::DeltaRowOrColBase::SelectX>::apply(rawspeed::RawImage const&),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
librawspeed/arvo_4511,librawspeed,ASan,heap-buffer-overflow /src/llvm/projects/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cc:23 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
librawspeed/arvo_4812,librawspeed,ASan,"use-after-poison /src/librawspeed/src/librawspeed/decompressors/FujiDecompressor.cpp:198:35 in void rawspeed::FujiDecompressor::copy_line<rawspeed::FujiDecompressor::copy_line_to_xtrans(rawspeed::FujiDecompressor::fuji_compressed_block*, rawspeed::FujiDecompressor::FujiStrip const&, int) const::$_7&>(rawspeed::FujiDecompressor::fuji_compressed_block*, rawspeed::FujiDecompressor::FujiStrip const&, int, rawspeed::FujiDecompressor::copy_line_to_xtrans(rawspeed::FujiDecompressor::fuji_compressed_block*, rawspeed::FujiDecompressor::FujiStrip const&, int) const::$_7&) const",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
librawspeed/arvo_5256,librawspeed,ASan,"heap-buffer-overflow /src/librawspeed/src/librawspeed/common/TableLookUp.cpp:59:14 in rawspeed::TableLookUp::setTable(int, std::__1::vector<unsigned short, std::__1::allocator<unsigned short> > const&)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
librawspeed/arvo_52944,librawspeed,ASan,"heap-buffer-overflow /src/librawspeed/src/librawspeed/common/DngOpcodes.cpp:510:30 in rawspeed::DngOpcodes::OffsetPerRowOrCol<rawspeed::DngOpcodes::DeltaRowOrColBase::SelectX>::apply(rawspeed::RawImage const&)::'lambda'(unsigned int, unsigned int, unsigned short)::operator()(unsigned int, unsigned int, unsigned short) const",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
librawspeed/arvo_5296,librawspeed,ASan,ABRT (/lib/x86_64-linux-gnu/libc.so.6+0x35437) in gsignal,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
librawspeed/arvo_53618,librawspeed,MSan,"use-of-uninitialized-value /src/librawspeed/src/external/MemorySanitizer.h:55:3 in rawspeed::MSan::CheckMemIsInitialized(std::byte const*, unsigned long)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
librawspeed/arvo_6796,librawspeed,unknown,unknown,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libsndfile/arvo_25364,libsndfile,MSan,use-of-uninitialized-value /src/libsndfile/src/common.c:246:11 in psf_log_printf,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libsndfile/arvo_25530,libsndfile,ASan,heap-buffer-overflow /src/libsndfile/src/ima_adpcm.c:432:26 in wavlike_ima_decode_block,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libsndfile/arvo_25561,libsndfile,UBSan,undefined-behavior src/nms_adpcm.c:707:23 in,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libsndfile/arvo_26026,libsndfile,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:26:3 in __asan_memset,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libsndfile/arvo_26712,libsndfile,MSan,use-of-uninitialized-value /src/libsndfile/src/wavlike.c:1313:9 in exif_subchunk_parse,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libsndfile/arvo_26803,libsndfile,ASan,heap-buffer-overflow /src/libsndfile/src/ms_adpcm.c:279:31 in msadpcm_decode_block,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libsndfile/arvo_27503,libsndfile,ASan,heap-buffer-overflow /src/libsndfile/src/ALAC/matrix_dec.c:268:11 in copyPredictorTo24,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libspectre/arvo_21302,libspectre,MSan,use-of-uninitialized-value /src/libspectre/libspectre/ps.c:1090:7 in psscan,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libspectre/arvo_21638,libspectre,MSan,use-of-uninitialized-value /src/libspectre/libspectre/ps.c:1725:8 in readline,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libspectre/arvo_21670,libspectre,MSan,use-of-uninitialized-value /src/libspectre/libspectre/ps.c:530:10 in psscan,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libspng/arvo_14935,libspng,ASan,SEGV /src/llvm/projects/compiler-rt/lib/asan/asan_mapping.h:385:29 in AddressIsPoisoned,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libssh/arvo_10486,libssh,ASan,stack-buffer-overflow /src/libssh/src/buffer.c:1274:17 in ssh_buffer_unpack_va,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libssh2/arvo_29769,libssh2,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libssh2/arvo_65212,libssh2,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:931:3 in memchr,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libtpms/arvo_65530,libtpms,UBSan,undefined-behavior /src/libtpms/src/tpm2/crypto/openssl/CryptPrime.c:377:20 in,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libtpms/oss-fuzz_42537128,libtpms,ASan,SEGV /src/libtpms/src/tpm2/RuntimeCommands.c:402:50 in RuntimeCommandsCheckEnabled,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libultrahdr/oss-fuzz_42535447,libultrahdr,ASan,"heap-buffer-overflow /src/libultrahdr/lib/src/gainmapmetadata.cpp:47:12 in ultrahdr::streamReadU32(std::__1::vector<unsigned char, std::__1::allocator<unsigned char>> const&, unsigned int&, unsigned long&)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libvips/arvo_39481,libvips,ASan,memcpy-param-overlap /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libwebp/oss-fuzz_382816119,libwebp,ASan,heap-buffer-overflow /src/libwebp/src/webp/./mux_types.h:89:5 in WebPDataCopy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libwebp/oss-fuzz_438264629,libwebp,MSan,SEGV (<unknown module>),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libwebp/oss-fuzz_438294033,libwebp,UBSan,SEGV (<unknown module>),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libwebp/oss-fuzz_438294044,libwebp,MSan,"use-of-uninitialized-value /src/libwebp/build/_deps/fuzztest-src/./fuzztest/internal/type_support.h:465:12 in auto void fuzztest::internal::AutodetectAggregatePrinter::PrintUserValue<fuzz_utils::CropOrScaleParams>(fuzz_utils::CropOrScaleParams const&, absl::lts_20240116::FormatRawSink, fuzztest::domain_implementor::PrintMode)::'lambda'(fuzz_utils::CropOrScaleParams)::operator()<std::__1::integral_constant<unsigned long, 1ul>>(fuzz_utils::CropOrScaleParams) const",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libwebp/oss-fuzz_438295348,libwebp,ASan,SEGV (<unknown module>),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libwebp/oss-fuzz_447845730,libwebp,ASan,heap-buffer-overflow /src/libwebp/src/dec/vp8l_dec.c:843:5 in ApplyInverseTransforms,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libwebp/oss-fuzz_447958064,libwebp,ASan,heap-buffer-overflow /src/libwebp/src/dsp/lossless_avx2.c:349:5 in AddGreenToBlueAndRed_AVX2,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libwebp/oss-fuzz_448792425,libwebp,MSan,use-of-uninitialized-value /src/libwebp/src/dsp/alpha_processing.c:168:11 in WebPMultRow_C,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libwebp/oss-fuzz_449246999,libwebp,MSan,use-of-uninitialized-value /src/libwebp/src/enc/picture_tools_enc.c:68:24 in SmoothenBlock,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libwebp/oss-fuzz_449546226,libwebp,MSan,use-of-uninitialized-value /src/libwebp/src/dsp/alpha_processing_sse2.c:319:16 in HasAlpha32b_SSE2,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libwebp/oss-fuzz_454314139,libwebp,MSan,use-of-uninitialized-value /src/libwebp/src/dsp/alpha_processing_sse2.c:343:24 in AlphaReplace_SSE2,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libwebsockets/arvo_48959,libwebsockets,ASan,stack-buffer-overflow /src/libwebsockets/lib/misc/upng-gzip.c:253:24 in huffman_tree_create_lengths,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxaac/arvo_61691,libxaac,MSan,use-of-uninitialized-value /src/libxaac/common/ixheaac_basic_ops32.h:202:7 in ixheaac_add32_sat,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxaac/arvo_61699,libxaac,ASan,global-buffer-overflow /src/libxaac/encoder/ixheaace_quant.c:40:15 in iaace_quantize_lines,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxaac/arvo_61789,libxaac,UBSan,undefined-behavior /src/libxaac/decoder/ixheaacd_mps_calc_m1m2_tree_727x.c:710:22 in,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxaac/arvo_61816,libxaac,ASan,global-buffer-overflow /src/libxaac/decoder/ixheaacd_mps_res_pns_js_thumb.c:65:15 in ixheaacd_res_tns_decode_coeffs_32x16,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxaac/arvo_61825,libxaac,ASan,heap-buffer-overflow /src/libxaac/encoder/ixheaace_api.c:3252:26 in iusace_process,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxaac/arvo_61902,libxaac,ASan,global-buffer-overflow /src/libxaac/encoder/ixheaace_fd_qc_adjthr.c:1134:23 in iusace_calc_sfb_dist,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxaac/arvo_61998,libxaac,ASan,global-buffer-overflow /src/libxaac/encoder/ixheaace_fd_qc_adjthr.c:1135:23 in iusace_calc_sfb_dist,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxaac/arvo_62183,libxaac,ASan,heap-buffer-overflow /src/libxaac/encoder/ixheaace_api.c:3254:26 in iusace_process,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxaac/arvo_62261,libxaac,ASan,global-buffer-overflow /src/libxaac/encoder/ixheaace_fd_qc_adjthr.c:982:15 in iusace_quantize_lines,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxaac/arvo_62274,libxaac,UBSan,undefined-behavior /src/libxaac/decoder/ixheaacd_mps_bitdec.c:580:15 in,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxaac/arvo_62388,libxaac,MSan,use-of-uninitialized-value /src/libxaac/decoder/drc_src/impd_drc_selection_process_drcset_selection.c:838:21 in impd_drc_set_preselection,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxaac/arvo_62707,libxaac,UBSan,undefined-behavior /src/libxaac/decoder/ixheaacd_mps_res_pns_js_thumb.c:42:10 in,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxaac/arvo_63564,libxaac,UBSan,undefined-behavior /src/libxaac/decoder/ixheaacd_mps_smoothing.c:678:24 in,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxaac/arvo_64960,libxaac,ASan,heap-buffer-overflow /src/libxaac/decoder/ixheaacd_sbrdec_initfuncs.c:458:45 in ixheaacd_init_headerdata,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxaac/arvo_65422,libxaac,MSan,use-of-uninitialized-value /src/libxaac/encoder/ixheaace_sbr_frame_info_gen.c:948:7 in ixheaace_frame_info_generator,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxaac/oss-fuzz_42535637,libxaac,MSan,use-of-uninitialized-value /src/libxaac/encoder/iusace_enc_fac.c:528:9 in iusace_fd_encode_fac,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_23765,libxml2,ASan,heap-use-after-free /src/libxml2/error.c:194:10 in xmlParserPrintFileContextInternal,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_24055,libxml2,ASan,heap-use-after-free /src/libxml2/error.c:194:10 in xmlParserPrintFileContextInternal,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_25210,libxml2,ASan,heap-use-after-free /src/libxml2/xmlreader.c:1539:16 in xmlTextReaderRead,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_26022,libxml2,ASan,heap-use-after-free /src/libxml2/tree.c:4197:19 in xmlStaticCopyNode,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_34138,libxml2,UBSan,undefined-behavior parser.c:9963:20 in,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_34461,libxml2,ASan,heap-use-after-free /src/libxml2/tree.c:3033:32 in xmlAddNextSibling,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_46323,libxml2,ASan,heap-use-after-free /src/libxml2/tree.c:3704:22 in xmlFreeNodeList,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_52869,libxml2,ASan,heap-use-after-free /src/libxml2/xinclude.c:2054:32 in xmlXIncludeIncludeNode,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_55980,libxml2,ASan,heap-buffer-overflow /src/libxml2/parser.c:12114:25 in xmlParseTryOrFinish,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_56947,libxml2,MSan,use-of-uninitialized-value /src/libxml2/xpath.c:2894:9 in valuePop,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_56964,libxml2,ASan,global-buffer-overflow /src/libxml2/HTMLparser.c:471:9 in htmlCurrentChar,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_57223,libxml2,MSan,use-of-uninitialized-value /src/libxml2/HTMLparser.c:2761:13 in htmlParseHTMLAttribute,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_57284,libxml2,ASan,global-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_57410,libxml2,MSan,use-of-uninitialized-value /src/libxml2/parserInternals.c:1031:34 in xmlDetectEBCDIC,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_57469,libxml2,ASan,global-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_57521,libxml2,MSan,use-of-uninitialized-value /src/libxml2/HTMLparser.c:2757:23 in htmlParseHTMLAttribute,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_61337,libxml2,ASan,"heap-use-after-free /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors_format.inc:553:9 in printf_common(void*, char const*, char*)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_62886,libxml2,ASan,SEGV /src/libxml2/dict.c:527:16 in xmlDictFindEntry,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_62911,libxml2,ASan,"heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:860:7 in MemcmpInterceptorCommon(void*, int (*)(void const*, void const*, unsigned long), void const*, void const*, unsigned long)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_62996,libxml2,ASan,heap-use-after-free /src/libxml2/tree.c:4204:39 in xmlStaticCopyNode,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_63157,libxml2,ASan,heap-use-after-free /src/libxml2/error.c:210:13 in xmlParserPrintFileContextInternal,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_65033,libxml2,MSan,use-of-uninitialized-value /src/libxml2/parser.c:6825:17 in xmlParseConditionalSections,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_66154,libxml2,ASan,heap-use-after-free /src/libxml2/valid.c:5715:24 in xmlValidatePopElement,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_66446,libxml2,ASan,heap-use-after-free /src/libxml2/valid.c:2520:45 in xmlRemoveID,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_66502,libxml2,ASan,heap-use-after-free /src/libxml2/valid.c:2521:45 in xmlRemoveID,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/arvo_66679,libxml2,ASan,heap-use-after-free /src/libxml2/valid.c:2523:45 in xmlRemoveID,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/oss-fuzz_372547409,libxml2,ASan,heap-use-after-free /src/libxml2/valid.c:5965:12 in xmlValidateOneElement,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/oss-fuzz_392687022,libxml2,ASan,stack-buffer-overflow /src/libxml2/valid.c:5016:14 in xmlSnprintfElements,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/oss-fuzz_398060138,libxml2,ASan,heap-buffer-overflow /src/libxml2/SAX2.c:2535:40 in xmlSAX2Text,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/oss-fuzz_417062198,libxml2,ASan,stack-use-after-scope /src/libxml2/xmlIO.c:362:9 in xmlEscapeText,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/oss-fuzz_417247563,libxml2,ASan,stack-use-after-scope /src/libxml2/xmlIO.c:362:9 in xmlEscapeText,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/oss-fuzz_420248736,libxml2,ASan,heap-use-after-free /src/libxml2/fuzz/api.c:626:17 in nodeGetTree,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/oss-fuzz_420638555,libxml2,ASan,heap-use-after-free /src/libxml2/tree.c:5532:34 in xmlGetNsListSafe,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/oss-fuzz_42535569,libxml2,MSan,use-of-uninitialized-value gzwrite.o in gz_comp,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/oss-fuzz_42537493,libxml2,ASan,heap-use-after-free /src/libxml2/encoding.c:1920:18 in xmlCharEncCloseFunc,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxml2/oss-fuzz_435781342,libxml2,ASan,heap-use-after-free /src/libxml2/valid.c:2366:48 in xmlIsID,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxslt/arvo_57061,libxslt,ASan,double-free /src/llvm-project/compiler-rt/lib/asan/asan_malloc_linux.cpp:52:3 in free,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxslt/arvo_57234,libxslt,ASan,heap-use-after-free /src/libxslt/libxslt/attrvt.c:135:21 in xsltFreeAVTList,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libxslt/arvo_57436,libxslt,MSan,use-of-uninitialized-value /src/libxml2/xpath.c:1065:9 in xmlXPathFreeCompExpr,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
lldpd/arvo_52006,lldpd,ASan,heap-buffer-overflow /src/lldpd/src/daemon/protocols/cdp.c:459:19 in cdp_decode,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
lua/arvo_31541,lua,ASan,heap-buffer-overflow /src/lua/ldebug.c:91:19 in luaG_getfuncline,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
lua/arvo_37621,lua,ASan,heap-buffer-overflow /src/lua/ldebug.c:91:19 in luaG_getfuncline,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
lua/arvo_44597,lua,ASan,heap-buffer-overflow /src/lua/ltable.c:678:7 in luaH_newkey,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mapserver/arvo_52066,mapserver,ASan,heap-buffer-overflow /src/MapServer/mapfile.c:1198:20 in loadProjection,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
matio/oss-fuzz_407185361,matio,MSan,use-of-uninitialized-value /src/matio/src/endian.c:181:5 in Mat_uint16Swap,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
md4c/arvo_31332,md4c,ASan,heap-buffer-overflow /src/md4c/src/md4c.c:5688:9 in md_is_container_mark,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
miniz/arvo_26682,miniz,MSan,use-of-uninitialized-value /src/miniz/build/amalgamation/miniz.c:2858:13 in tinfl_decompress,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
miniz/arvo_27413,miniz,MSan,use-of-uninitialized-value /src/miniz/build/amalgamation/miniz.c:2858:13 in tinfl_decompress,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
